Tempo Decorrido; Velocidade; Rotacao; Acelerador; Freio; Hodometro Parcial; Ref, Velo; Max Torque+; Max Torque-; Torque Motor;TempMos1; TempMos2; TempAr; TempMotor; Tensao Bat; Corrente Motor; Tensao Motor;  id; iq; idx; iqx; GPV; GIV; GDV; GPC; GIC; GPF; GIF; FluxoMax; Cod, Falha; Cod, Alarme; Estado de Teste; Ass, Rampa; Controle Cruzeiro;SOC; Corrente Pack; 
80,7;11,3;1108;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
80,8;10,4;1055;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
80,9;9,6;972;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
81;8,6;881;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
81,1;7,8;803;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
81,2;7,7;756;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
81,3;8,5;782;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
81,4;9;840;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
81,5;9,3;886;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;5,1;
81,6;9,9;924;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;10,9;
81,7;10,5;982;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;16,9;
81,8;11,5;1058;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;20,1;
81,9;12,5;1168;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;24,9;
82;12,6;1211;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;35,4;
82,1;13;1252;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;17,6;
82,2;13,1;1271;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;11,6;
82,3;13,3;1277;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;7,8;
82,4;13,2;1278;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;7,4;
82,5;13,1;1285;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;2,7;
82,6;13,8;1319;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;10,9;
82,7;14,5;1357;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;3,1;
82,8;14,7;1389;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;2,2;
82,9;14,8;1424;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
83;15,3;1476;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
83,1;16,1;1528;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
83,2;16,7;1611;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1;
83,3;18,2;1704;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,5;
83,4;18,3;1747;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,2;
83,5;17,5;1737;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,2;
83,6;16,1;1647;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
83,7;14,3;1471;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
83,8;11,7;1276;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
83,9;11,3;1168;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
84;11,9;1133;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
84,1;11,6;1170;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
84,2;14,2;1255;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1;
84,3;13,9;1341;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
84,4;15;1401;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
84,5;14,2;1411;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
84,6;13,7;1354;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
84,7;14,6;1364;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,3;
84,8;13,6;1376;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
84,9;14,6;1376;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
85;14,3;1390;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,8;
85,1;14,8;1403;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,8;
85,2;16;1491;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
85,3;13,6;1442;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,3;
85,4;15,1;1418;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,8;
85,5;13,9;1413;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
85,6;12,8;1295;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
85,7;15;1362;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,9;
85,8;13,3;1391;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
85,9;13,5;1339;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1;
86;14;1331;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
86,1;14,1;1349;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,6;
86,2;12,4;1305;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
86,3;12,1;1173;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
86,4;11,5;1166;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,1;
86,5;11,3;1132;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,5;
86,6;11,6;1171;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
86,7;15,2;1297;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,8;
86,8;14,9;1453;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,1;
86,9;15,7;1490;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,1;
87;15,7;1523;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;7,5;
87,1;16;1532;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;19,2;
87,2;15,7;1518;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;5,6;
87,3;15,3;1488;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;5,9;
87,4;14,9;1462;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;17,4;
87,5;16;1503;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;36,7;
87,6;14,8;1474;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;44,9;
87,7;15,5;1473;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;41,1;
87,8;16,3;1528;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;47;
87,9;16,7;1573;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;50,3;
88;17,1;1628;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;63;
88,1;17,3;1668;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;60,9;
88,2;17,8;1718;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;49,8;
88,3;18,4;1752;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;62,9;
88,4;18,5;1776;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;69,5;
88,5;18,7;1808;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;56,8;
88,6;19,3;1839;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;92,5;
88,7;19,4;1854;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;89;
88,8;19,1;1874;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;88,6;
88,9;18,7;1853;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;43,7;
89;19;1839;;;;;;;;;;;;50,4;;;;;;;;;;;;;;;;;;;;;101,9;
89,1;19,8;1882;;;;;;;;;;;;50,3;;;;;;;;;;;;;;;;;;;;;101,7;
89,2;19,8;1904;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;80,8;
89,3;20,2;1908;;;;;;;;;;;;50,1;;;;;;;;;;;;;;;;;;;;;107;
89,4;19,9;1915;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;81,2;
89,5;20,6;1951;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;89,5;
89,6;20,1;1970;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;20,8;
89,7;19,7;1933;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;80,6;
89,8;19,8;1933;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;76,5;
89,9;19,6;1912;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;64,8;
90;19,6;1901;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;61,7;
90,1;19,3;1873;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;77,1;
90,2;19,6;1870;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;75,5;
90,3;17,5;1789;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;62,2;
90,4;17,6;1758;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;62,6;
90,5;18,3;1721;;;;;;;;;;;;50,4;;;;;;;;;;;;;;;;;;;;;95,5;
90,6;16,9;1659;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;80,2;
90,7;16;1605;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;82;
90,8;16,3;1585;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;86,4;
90,9;16,2;1549;;;;;;;;;;;;50,2;;;;;;;;;;;;;;;;;;;;;104,3;
91;16,4;1567;;;;;;;;;;;;50,1;;;;;;;;;;;;;;;;;;;;;118,4;
91,1;17;1595;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;183,3;
91,2;17,1;1628;;;;;;;;;;;;50,3;;;;;;;;;;;;;;;;;;;;;94,1;
91,3;16,3;1617;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;84,1;
91,4;16,6;1586;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;120,9;
91,5;17,3;1646;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;174,7;
91,6;18;1708;;;;;;;;;;;;49,3;;;;;;;;;;;;;;;;;;;;;152,6;
91,7;20;1792;;;;;;;;;;;;48,9;;;;;;;;;;;;;;;;;;;;;186,1;
91,8;18,1;1798;;;;;;;;;;;;48,8;;;;;;;;;;;;;;;;;;;;;190,5;
91,9;19,6;1841;;;;;;;;;;;;48,4;;;;;;;;;;;;;;;;;;;;;212,3;
92;19,7;1867;;;;;;;;;;;;48,9;;;;;;;;;;;;;;;;;;;;;162,3;
92,1;19,2;1871;;;;;;;;;;;;48,3;;;;;;;;;;;;;;;;;;;;;226,1;
92,2;19,2;1884;;;;;;;;;;;;48,3;;;;;;;;;;;;;;;;;;;;;206,8;
92,3;19,9;1877;;;;;;;;;;;;48,2;;;;;;;;;;;;;;;;;;;;;223,5;
92,4;19,2;1872;;;;;;;;;;;;48,3;;;;;;;;;;;;;;;;;;;;;191,6;
92,5;19,6;1889;;;;;;;;;;;;48,3;;;;;;;;;;;;;;;;;;;;;214,3;
92,6;19,6;1912;;;;;;;;;;;;48,2;;;;;;;;;;;;;;;;;;;;;212,8;
92,7;19,8;1901;;;;;;;;;;;;48,6;;;;;;;;;;;;;;;;;;;;;176,2;
92,8;19,2;1891;;;;;;;;;;;;48,6;;;;;;;;;;;;;;;;;;;;;190,4;
92,9;19,7;1892;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;215,4;
93;19,9;1954;;;;;;;;;;;;48,2;;;;;;;;;;;;;;;;;;;;;227,8;
93,1;21,1;1909;;;;;;;;;;;;48,5;;;;;;;;;;;;;;;;;;;;;197,7;
93,2;19,5;1856;;;;;;;;;;;;48,6;;;;;;;;;;;;;;;;;;;;;172,4;
93,3;19,4;1856;;;;;;;;;;;;48,6;;;;;;;;;;;;;;;;;;;;;179,8;
93,4;18,5;1826;;;;;;;;;;;;48,8;;;;;;;;;;;;;;;;;;;;;166,1;
93,5;18,2;1785;;;;;;;;;;;;48,8;;;;;;;;;;;;;;;;;;;;;173;
93,6;16,8;1700;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;98,4;
93,7;14,2;1514;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;6,1;
93,8;11,7;1299;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-0,5;
93,9;8,9;1006;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;2;
94;6,6;783;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;13,5;
94,1;5,9;621;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;24,7;
94,2;5,3;556;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;23,5;
94,3;6,1;548;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;30,2;
94,4;6,8;614;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;22,2;
94,5;7,9;699;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;13,3;
94,6;8,9;801;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;4,1;
94,7;10;895;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-0,5;
94,8;11,6;1031;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
94,9;14;1201;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,9;
95;14,4;1347;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,8;
95,1;15,8;1439;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,8;
95,2;16,8;1536;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,4;
95,3;17,2;1598;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,1;
95,4;17,1;1652;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,5;
95,5;17,6;1675;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,7;
95,6;17,4;1689;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,5;
95,7;18;1693;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,9;
95,8;16,9;1673;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1;
95,9;17,5;1683;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,9;
96;18,4;1710;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,4;
96,1;18,1;1751;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,6;
96,2;18,7;1807;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,5;
96,3;19,4;1857;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,2;
96,4;19,8;1878;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,3;
96,5;19,8;1906;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1;
96,6;20,2;1961;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,8;
96,7;20,7;1964;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,7;
96,8;20,4;2006;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,8;
96,9;20,8;2017;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,7;
97;20,8;2038;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,5;
97,1;21,2;2048;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,5;
97,2;21,1;2060;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,6;
97,3;22,1;2063;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,6;
97,4;22,3;2099;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
97,5;23,1;2166;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,4;
97,6;23;2218;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,7;
97,7;24,1;2253;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,2;
97,8;23,5;2256;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
97,9;24,5;2305;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,5;
98;24,9;2349;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,8;
98,1;24,2;2350;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
98,2;23,8;2309;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,5;
98,3;22,9;2265;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
98,4;22,1;2188;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-1,5;
98,5;20;2069;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
98,6;18,5;1910;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
98,7;15,4;1664;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-1,4;
98,8;14,5;1457;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
98,9;14,1;1376;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
99;12,8;1254;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,4;
99,1;14;1312;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,8;
99,2;13,7;1323;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;17;
99,3;14,3;1350;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;41,4;
99,4;15;1408;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;37;
99,5;15,5;1476;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;41,4;
99,6;16,7;1547;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;45,6;
99,7;17,4;1623;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;21,2;
99,8;17;1636;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;33,4;
99,9;17,8;1689;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;47,3;
100;18,1;1729;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,6;
100,1;18,8;1786;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;32,5;
100,2;19,3;1817;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;36,4;
100,3;19,1;1839;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;42,3;
100,4;19,6;1881;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;40,1;
100,5;19,7;1899;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;42,3;
100,6;19,9;1917;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;46,7;
100,7;20,1;1946;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;57,7;
100,8;21,2;1998;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;61,3;
100,9;21;2020;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;31,1;
101;20,9;2020;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,4;
101,1;20,3;1993;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;14,1;
101,2;19,8;1944;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;22,8;
101,3;19,2;1906;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;21,3;
101,4;18,9;1864;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;32;
101,5;18,8;1842;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;32,2;
101,6;19,4;1840;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;79,4;
101,7;18,2;1797;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;16,4;
101,8;18,6;1792;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;66,1;
101,9;18,8;1795;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;26,7;
102;17,7;1740;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;38,9;
102,1;17,4;1704;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;40,4;
102,2;17,2;1684;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;37,1;
102,3;16,7;1637;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;25,8;
102,4;15,5;1572;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;12,7;
102,5;15,5;1502;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;45,9;
102,6;15,1;1479;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;47,7;
102,7;15,4;1476;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;53,7;
102,8;16;1518;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;84,2;
102,9;17,7;1638;;;;;;;;;;;;48,9;;;;;;;;;;;;;;;;;;;;;198,6;
103;20,3;1851;;;;;;;;;;;;49,6;;;;;;;;;;;;;;;;;;;;;127,9;
103,1;22,9;2078;;;;;;;;;;;;48,5;;;;;;;;;;;;;;;;;;;;;211;
103,2;24,7;2289;;;;;;;;;;;;47,9;;;;;;;;;;;;;;;;;;;;;272,1;
103,3;25;2403;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;-1,6;
103,4;23,7;2375;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-1,7;
103,5;21,3;2187;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,7;
103,6;18,6;1937;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,1;
103,7;17,1;1736;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,7;
103,8;14,2;1511;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,4;
103,9;12,9;1343;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
104;10,7;1142;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,6;
104,1;10,6;1067;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,5;
104,2;9,5;983;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;5,7;
104,3;9,1;911;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;26,9;
104,4;9,3;897;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;29,3;
104,5;9,7;915;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;28,2;
104,6;10,2;951;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;53,3;
104,7;11,2;1026;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;38,8;
104,8;11,6;1090;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;36,9;
104,9;12,7;1159;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;54,2;
105;13,5;1252;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;41;
105,1;13,7;1312;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;17,9;
105,2;13,8;1353;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;25,1;
105,3;14,7;1393;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;26,4;
105,4;15;1431;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;12,5;
105,5;15,5;1478;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;10;
105,6;15,7;1500;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;11,3;
105,7;15,7;1511;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;2;
105,8;15,4;1543;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;0,3;
105,9;16,3;1581;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,7;
106;17,1;1621;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,5;
106,1;17,3;1664;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,4;
106,2;17,4;1676;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
106,3;17;1668;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,8;
106,4;17,4;1673;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,9;
106,5;17,5;1678;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,2;
106,6;20;1801;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;153,3;
106,7;23,9;2111;;;;;;;;;;;;47,7;;;;;;;;;;;;;;;;;;;;;271,3;
106,8;28,3;2490;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;161,4;
106,9;30,5;2749;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-3,5;
107;31,5;2933;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,2;
107,1;31,2;3035;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-2,7;
107,2;31,7;3052;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-1,9;
107,3;33,1;3094;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,5;
107,4;33,2;3183;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-3,5;
107,5;32,2;3149;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,5;
107,6;31,5;3090;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-3;
107,7;30,8;3015;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-2,9;
107,8;29,2;2890;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,4;
